date,daily_excess_return,cumulative_excess_return
2022-01-04,0.010210761355879457,0.010210761355879457
2022-01-05,0.012234539804907846,0.0224453011607873
2022-01-06,0.00862392475228012,0.03106922591306742
2022-01-07,0.007541272273804819,0.03861049818687224
2022-01-10,6.661931434981391e-05,0.038677117501222054
2022-01-11,0.008485839783133544,0.0471629572843556
2022-01-12,-0.00838897899357832,0.03877397829077728
2022-01-13,0.013761297071370693,0.05253527536214797
2022-01-14,-0.009072470371268241,0.04346280499087973
2022-01-17,-0.006808436025856161,0.036654368965023575
2022-01-18,-0.0021094074170536587,0.03454496154796992
2022-01-19,0.005739549723827221,0.04028451127179714
2022-01-20,-0.0010414441965465448,0.0392430670752506
2022-01-21,0.001130315465115164,0.04037338254036576
2022-01-24,-0.008020178050597172,0.03235320448976858
2022-01-25,-0.0013400326824794557,0.031013171807289127
2022-01-26,-0.00032211052016011584,0.03069106128712901
2022-01-27,0.002262357778713607,0.03295341906584262
2022-01-28,0.005660529599798004,0.03861394866564062
2022-02-07,-0.0009057089243367356,0.037708239741303884
2022-02-08,0.02133609853443741,0.05904433827574129
2022-02-09,-0.0036600689413450543,0.05538426933439624
2022-02-10,0.0049716831839283345,0.060355952518324575
2022-02-11,0.006139600758157237,0.06649555327648181
2022-02-14,-0.006215103528183947,0.06028044974829786
2022-02-15,-0.008989667776071282,0.05129078197222658
2022-02-16,0.00036280462185692646,0.051653586594083506
2022-02-17,-0.007549966065698466,0.04410362052838504
2022-02-18,0.0004711237123608956,0.04457474424074594
2022-02-21,0.006545395097087507,0.051120139337833444
2022-02-22,0.0017511063991021017,0.052871245736935545
2022-02-23,-0.004908411346231652,0.047962834390703896
2022-02-24,-0.0022352399756449016,0.045727594415059
2022-02-25,-0.0076207734038040075,0.03810682101125499
2022-02-28,-0.005465798718665121,0.03264102229258987
2022-03-01,-0.003583071939273931,0.029057950353315938
2022-03-02,0.008242132997905752,0.03730008335122169
2022-03-03,0.00846078929658885,0.045760872647810535
2022-03-04,0.004896951794734976,0.05065782444254551
2022-03-07,0.011638313514128683,0.06229613795667419
2022-03-08,-0.006558786585239625,0.05573735137143457
2022-03-09,-0.01111054289105804,0.04462680848037653
2022-03-10,-0.009162182965468129,0.0354646255149084
2022-03-11,0.010578825637163008,0.04604345115207141
2022-03-14,0.013183774820286676,0.059227225972358084
2022-03-15,-0.0014962731708009264,0.057730952801557156
2022-03-16,-0.01286705597414921,0.04486389682740795
2022-03-17,-0.011762433278565706,0.03310146354884224
2022-03-18,0.003874126569156384,0.03697559011799863
2022-03-21,-0.0034369538301238546,0.033538636287874776
2022-03-22,0.004812639800082185,0.038351276087956965
2022-03-23,-0.0036023194427239847,0.03474895664523298
2022-03-24,-0.0019223717485500802,0.0328265848966829
2022-03-25,0.01192835662799876,0.04475494152468166
2022-03-28,0.011697510029130696,0.05645245155381236
2022-03-29,-0.0009962950841814347,0.055456156469630924
2022-03-30,-0.011999890770089698,0.043456265699541224
2022-03-31,0.003795362828538234,0.04725162852807946
2022-04-01,-0.004266244288578517,0.04298538423950094
2022-04-06,0.010766927883036199,0.053752312122537144
2022-04-07,-0.0031161188919571845,0.05063619323057996
2022-04-08,-0.001584295342282434,0.04905189788829753
2022-04-11,0.00941559062111478,0.05846748850941231
2022-04-12,-0.004788890800676036,0.05367859770873627
2022-04-13,0.001922869656327009,0.05560146736506328
2022-04-14,-0.005749700324530418,0.04985176704053286
2022-04-15,-0.001053579917099865,0.04879818712343299
2022-04-18,-0.0027373757380995145,0.04606081138533348
2022-04-19,0.0047829118471611354,0.050843723232494614
2022-04-20,0.00851335071560276,0.059357073948097375
2022-04-21,0.0056746164493914845,0.06503169039748886
2022-04-22,0.0006267256277948585,0.06565841602528372
2022-04-25,0.0041568660817489465,0.06981528210703267
2022-04-26,-0.010778725809608774,0.059036556297423895
2022-04-27,-0.01462061570724109,0.044415940590182806
2022-04-28,-0.0102341843650106,0.03418175622517221
2022-04-29,-0.001561992938083363,0.03261976328708884
2022-05-05,0.0075735076386793665,0.04019327092576821
2022-05-06,0.005212001376762753,0.04540527230253096
2022-05-09,0.009944928002602807,0.05535020030513377
2022-05-10,-0.0034210268978653023,0.051929173407268464
2022-05-11,-0.009081837742218529,0.04284733566504993
2022-05-12,0.0026512772733730903,0.04549861293842302
2022-05-13,0.0011226769917152964,0.04662128993013832
2022-05-16,0.0015582593383450226,0.04817954926848334
2022-05-17,-0.010816325057950845,0.037363224210532495
2022-05-18,0.0007663593629812849,0.03812958357351378
2022-05-19,-0.0034154625000638564,0.03471412107344992
2022-05-20,-0.0035391391927305543,0.031174981880719366
2022-05-23,0.006357902139815347,0.037532884020534715
2022-05-24,0.004830944730981375,0.04236382875151609
2022-05-25,-0.00015100478405742434,0.042212823967458665
2022-05-26,0.004127365990887537,0.046340189958346205
2022-05-27,0.00048319242045587185,0.04682338237880208
2022-05-30,-0.009220985254983709,0.03760239712381837
2022-05-31,-0.0075960060832750455,0.030006391040543322
2022-06-01,-0.0016440664731958588,0.028362324567347462
2022-06-02,0.0005913714749389711,0.028953696042286432
2022-06-06,-0.012107427455055393,0.01684626858723104
2022-06-07,0.0005720624560829264,0.017418331043313966
