date,daily_excess_return,cumulative_excess_return
2022-01-04,0.004574596881866455,0.004574596881866455
2022-01-05,0.0056559848746761685,0.010230581756542623
2022-01-06,0.011382131565689266,0.02161271332223189
2022-01-07,0.00863216928767874,0.03024488260991063
2022-01-10,-0.00299157841354247,0.02725330419636816
2022-01-11,0.002135173103459544,0.029388477299827704
2022-01-12,-0.005833105366831819,0.023555371932995884
2022-01-13,0.004298642346015694,0.027854014279011578
2022-01-14,-0.003777532772503579,0.024076481506508
2022-01-17,-0.003294028120066535,0.020782453386441465
2022-01-18,0.0005576955895461506,0.021340148975987617
2022-01-19,0.002801938430078043,0.02414208740606566
2022-01-20,-0.007759081629526626,0.016383005776539034
2022-01-21,-0.004318411547410965,0.012064594229128069
2022-01-24,-0.004290020035854444,0.007774574193273625
2022-01-25,-0.0036043272046561315,0.004170246988617493
2022-01-26,0.0021083956039838737,0.0062786425926013665
2022-01-27,0.0021584724392658973,0.008437115031867264
2022-01-28,0.0015465277836638472,0.009983642815531112
2022-02-07,0.004064881223776446,0.014048524039307559
2022-02-08,0.016628776536222842,0.0306773005755304
2022-02-09,0.0016259658774871399,0.03230326645301754
2022-02-10,0.004093294201964798,0.036396560654982334
2022-02-11,-0.0037878877645524237,0.03260867289042991
2022-02-14,0.00032206739995228396,0.03293074029038219
2022-02-15,-0.0023080353514610117,0.030622704938921178
2022-02-16,-0.0025721744757787714,0.028050530463142407
2022-02-17,-0.00242149428904136,0.025629036174101047
2022-02-18,0.0018976461886310238,0.02752668236273207
2022-02-21,0.003296047771438816,0.030822730134170886
2022-02-22,0.0009096930512353532,0.03173242318540624
2022-02-23,-0.007313047087011318,0.024419376098394924
2022-02-24,0.005300019449326926,0.02971939554772185
2022-02-25,-0.0035672096392914874,0.026152185908430364
2022-02-28,-0.0031126643414745607,0.023039521566955802
2022-03-01,-0.0005020986017464324,0.02253742296520937
2022-03-02,0.007277837265552619,0.02981526023076199
2022-03-03,0.012319820396143759,0.04213508062690575
2022-03-04,-0.0020308214684961767,0.04010425915840957
2022-03-07,0.009781525545627365,0.04988578470403694
2022-03-08,-0.009768393725396072,0.04011739097864087
2022-03-09,-0.0035813574648139593,0.036536033513826914
2022-03-10,-0.007621234415116021,0.02891479909871089
2022-03-11,0.0064207969545054845,0.03533559605321637
