date,daily_excess_return,cumulative_excess_return
2022-01-04,0.004574596881866455,0.004574596881866455
2022-01-05,0.0014646708966289457,0.006039267778495401
2022-01-06,0.00081384250735568,0.0068531102858510815
2022-01-07,-0.0018336018295573196,0.005019508456293762
2022-01-10,2.8453966889681282e-05,0.005047962423183444
2022-01-11,-0.004074372950504917,0.0009735894726785269
2022-01-12,0.0028334183549526297,0.0038070078276311566
2022-01-13,-0.0033787169101507186,0.000428290917480438
2022-01-14,0.00492763585520575,0.005355926772686188
2022-01-17,0.00161787589179995,0.006973802664486138
2022-01-18,-0.002622500896376179,0.0043513017681099594
2022-01-19,-0.004842766384834731,-0.0004914646167247716
2022-01-20,-0.006688362659596571,-0.007179827276321342
2022-01-21,-0.004216078009771165,-0.011395905286092507
2022-01-24,-0.004214062404453307,-0.015609967690545814
2022-01-25,-0.005499503579556688,-0.0211094712701025
2022-01-26,0.0011421187554652755,-0.019967352514637226
2022-01-27,-0.006503831782716345,-0.02647118429735357
2022-01-28,0.005002826193847221,-0.02146835810350635
2022-02-07,-0.008781765474535037,-0.030250123578041386
2022-02-08,0.007140445089695552,-0.023109678488345834
2022-02-09,0.001752488436664402,-0.02135719005168143
2022-02-10,0.0032583613700974184,-0.018098828681584012
2022-02-11,-0.01079273425969769,-0.0288915629412817
2022-02-14,0.0026629528651137668,-0.026228610076167932
2022-02-15,0.010725949844926435,-0.015502660231241498
2022-02-16,-0.0029928410269588757,-0.018495501258200375
2022-02-17,-0.0019821908898536088,-0.020477692148053984
2022-02-18,-0.004542173033679574,-0.025019865181733558
2022-02-21,0.006950984618815617,-0.01806888056291794
2022-02-22,-0.00738217377024537,-0.02545105433316331
2022-02-23,0.0033603989671263427,-0.02209065536603697
2022-02-24,-0.007276620636939651,-0.02936727600297662
2022-02-25,-0.001957199049797561,-0.03132447505277418
2022-02-28,-0.0025973565049736565,-0.033921831557747834
2022-03-01,-0.001631738314716951,-0.03555356987246479
2022-03-02,0.0029737613872546547,-0.03257980848521013
2022-03-03,0.0029718232016940054,-0.029607985283516124
2022-03-04,0.0030060960163962184,-0.026601889267119906
2022-03-07,-2.0713949645347524e-05,-0.026622603216765253
2022-03-08,-0.00966374953492996,-0.036286352751695214
2022-03-09,-0.014316278765875566,-0.05060263151757078
2022-03-10,-0.004093707523340752,-0.054696339040911535
2022-03-11,0.01139670278543697,-0.04329963625547456
2022-03-14,0.00818113377179914,-0.03511850248367542
2022-03-15,-0.007006718587054997,-0.04212522107073042
2022-03-16,-0.008156992755547536,-0.050282213826277955
2022-03-17,0.0068376632125287055,-0.04344455061374925
2022-03-18,0.0037048436119951384,-0.03973970700175411
2022-03-21,-0.0014996707449564254,-0.041239377746710534
2022-03-22,0.0040068275736275605,-0.037232550173082975
2022-03-23,0.004258779459691326,-0.03297377071339165
2022-03-24,0.0002431636528792314,-0.032730607060512416
2022-03-25,0.004172899060076394,-0.02855770800043602
2022-03-28,0.0055308940285230925,-0.02302681397191293
2022-03-29,-0.006410865760601533,-0.02943767973251446
2022-03-30,-0.005384960134658355,-0.034822639867172815
2022-03-31,-0.0044309119288595865,-0.039253551796032404
2022-04-01,-0.0035607855110109613,-0.042814337307043364
2022-04-06,-0.0020935307119643418,-0.04490786801900771
2022-04-07,-0.0012745841936282103,-0.04618245221263592
2022-04-08,-0.010399636875139333,-0.056582089087775254
2022-04-11,-0.009964549764497283,-0.06654663885227254
2022-04-12,0.005826970827314,-0.06071966802495853
2022-04-13,-0.0050863206081273446,-0.06580598863308587
2022-04-14,0.005965218174570491,-0.05984077045851538
2022-04-15,-0.002863624428200053,-0.06270439488671543
2022-04-18,0.022249051569082447,-0.04045534331763299
2022-04-19,-0.004227020015272804,-0.04468236333290579
2022-04-20,-0.00017687693232373665,-0.04485924026522953
2022-04-21,-0.010661430187788591,-0.05552067045301812
2022-04-22,-0.011193940207426612,-0.06671461066044473
2022-04-25,-0.01571491054023823,-0.08242952120068296
2022-04-26,-0.019274702950987703,-0.10170422415167066
2022-04-27,0.014457646259506254,-0.0872465778921644
2022-04-28,-0.006313627943279061,-0.09356020583544347
2022-04-29,0.016998315497285265,-0.0765618903381582
2022-05-05,0.01762747349088089,-0.058934416847277314
2022-05-06,0.006130125990237786,-0.052804290857039526
2022-05-09,0.00973412338384179,-0.04307016747319774
2022-05-10,0.0027986724151175635,-0.04027149505808018
2022-05-11,0.0005968815123097145,-0.03967461354577046
2022-05-12,0.0036095498019185672,-0.03606506374385189
2022-05-13,0.0006864642907986279,-0.035378599453053265
2022-05-16,0.00379398235083173,-0.03158461710222153
2022-05-17,-0.0069707637519709886,-0.03855538085419252
2022-05-18,0.0028432182061270345,-0.03571216264806549
2022-05-19,-0.00549477194932306,-0.04120693459738855
2022-05-20,-0.00028370830552793187,-0.04149064290291648
2022-05-23,0.007015822202893187,-0.03447482070002329
2022-05-24,0.0013541763557224635,-0.03312064434430083
2022-05-25,0.001768369399285415,-0.03135227494501541
2022-05-26,0.006459904469983709,-0.024892370475031705
2022-05-27,0.000236281710319007,-0.0246560887647127
2022-05-30,-0.0022333575422283183,-0.02688944630694102
2022-05-31,-0.004139895504848327,-0.031029341811789346
2022-06-01,0.0005578611418835292,-0.030471480669905817
2022-06-02,-0.0036170032956370935,-0.03408848396554291
2022-06-06,-0.012706882388399468,-0.04679536635394238
2022-06-07,0.003442478271718313,-0.04335288808222407
2022-06-08,-0.006945428295647018,-0.050298316377871084
2022-06-09,0.00856140565242079,-0.04173691072545029
2022-06-10,-0.00740706121633499,-0.04914397194178528
2022-06-13,-0.002439814438607482,-0.051583786380392765
2022-06-14,0.0021947324667232243,-0.04938905391366954
2022-06-15,0.008352835663394297,-0.041036218250275244
2022-06-16,0.002230287545103559,-0.03880593070517169
2022-06-17,-0.00862743518969424,-0.04743336589486593
2022-06-20,0.003452530854438603,-0.043980835040427324
2022-06-21,0.004762482020284107,-0.03921835302014322
2022-06-22,-0.0022799948051427767,-0.041498347825286
2022-06-23,-0.005414136253732771,-0.04691248407901877
2022-06-24,-0.007473587114935485,-0.05438607119395425
2022-06-27,-0.0011076517436565776,-0.055493722937610825
2022-06-28,0.001619945856506413,-0.05387377708110441
2022-06-29,0.010823741336957663,-0.04305003574414675
2022-06-30,-0.007383961847629983,-0.05043399759177673
2022-07-01,0.0030981800333686003,-0.047335817558408134
2022-07-04,-0.004019680861994331,-0.05135549842040246
2022-07-05,0.0013137806282801665,-0.0500417177921223
2022-07-06,0.002568663503019126,-0.04747305428910317
2022-07-07,-0.002375224282768199,-0.04984827857187137
2022-07-08,0.004562836272874135,-0.04528544229899724
2022-07-11,0.006153070675701357,-0.03913237162329588
2022-07-12,0.007520560308210308,-0.03161181131508557
2022-07-13,-0.004151646581263887,-0.03576345789634946
2022-07-14,0.0025532201161953105,-0.033210237780154146
2022-07-15,0.0006664696077520227,-0.03254376817240212
2022-07-18,0.0021705058567918606,-0.03037326231561026
2022-07-19,0.009326466610229005,-0.021046795705381257
2022-07-20,0.002223740516855195,-0.01882305518852606
2022-07-21,0.003952783583539504,-0.014870271604986558
2022-07-22,-0.005848548797346674,-0.02071882040233323
2022-07-25,0.0031611800939107433,-0.01755764030842249
2022-07-26,0.0008808134152102455,-0.016676826893212243
